ds,yhat,y,split,model,family
2022-03-01,7433973.7091139695,7778227.0,val,arima,statistical
2022-04-01,7433902.73508534,7251878.0,val,arima,statistical
2022-05-01,7433937.85909691,7561906.0,val,arima,statistical
2022-06-01,7433920.112253397,7564297.0,val,arima,statistical
2022-07-01,7433929.037049508,6738303.0,val,arima,statistical
2022-08-01,7433924.544071329,6375370.0,val,arima,statistical
2022-09-01,7433926.805417061,6948494.0,val,arima,statistical
2023-10-01,7190259.751435549,8487540.0,test,arima,statistical
2023-11-01,7142662.013596701,7945578.0,test,arima,statistical
2023-12-01,7143255.910780497,6203216.0,test,arima,statistical
2024-01-01,7140333.14193745,7433644.0,test,arima,statistical
2024-02-01,7141465.773302708,7285216.0,test,arima,statistical
2024-03-01,7140874.146204738,6778245.0,test,arima,statistical
2024-04-01,7141160.831785978,7483233.0,test,arima,statistical
2024-05-01,7141019.485557645,7766492.0,test,arima,statistical
2024-06-01,7141088.890287589,7387269.0,test,arima,statistical
2024-07-01,7141054.778063196,7976144.0,test,arima,statistical
2024-08-01,7141071.540349627,7522190.0,test,arima,statistical
2024-09-01,7141063.303153013,7135346.0,test,arima,statistical
2021-10-01,7682977.149575096,7709954.0,val,auto_arima,statistical
2021-11-01,7745505.623657385,8142477.0,val,auto_arima,statistical
2021-12-01,7555230.665423324,7821274.0,val,auto_arima,statistical
2022-01-01,7321686.468121422,6120091.0,val,auto_arima,statistical
2022-02-01,7215531.085721061,6866072.0,val,auto_arima,statistical
2022-03-01,7703776.320816108,7778227.0,val,auto_arima,statistical
2022-04-01,7598442.150088532,7251878.0,val,auto_arima,statistical
2022-05-01,7180117.224777805,7561906.0,val,auto_arima,statistical
2022-06-01,7405762.750403046,7564297.0,val,auto_arima,statistical
2022-07-01,7553964.396259707,6738303.0,val,auto_arima,statistical
2022-08-01,7361187.747908502,6375370.0,val,auto_arima,statistical
2022-09-01,7786608.825491747,6948494.0,val,auto_arima,statistical
2023-10-01,7329586.213765121,8487540.0,test,auto_arima,statistical
2023-11-01,7598974.720324943,7945578.0,test,auto_arima,statistical
2023-12-01,7225127.408866372,6203216.0,test,auto_arima,statistical
2024-01-01,6853896.152063655,7433644.0,test,auto_arima,statistical
2024-02-01,6993116.599592536,7285216.0,test,auto_arima,statistical
2024-03-01,7343925.24345094,6778245.0,test,auto_arima,statistical
2024-04-01,7066789.081818907,7483233.0,test,auto_arima,statistical
2024-05-01,7077385.6874923855,7766492.0,test,auto_arima,statistical
2024-06-01,7140286.961668254,7387269.0,test,auto_arima,statistical
2024-07-01,7143265.790844445,7976144.0,test,auto_arima,statistical
2024-08-01,6915279.009239761,7522190.0,test,auto_arima,statistical
2024-09-01,7290825.534067763,7135346.0,test,auto_arima,statistical
2021-10-01,7796547.219038978,7709954.0,val,linreg,ml
2021-11-01,7463316.910793424,8142477.0,val,linreg,ml
2021-12-01,7931575.714063706,7821274.0,val,linreg,ml
2022-01-01,7033649.967346186,6120091.0,val,linreg,ml
2022-02-01,6956690.133140606,6866072.0,val,linreg,ml
2022-03-01,7242752.704769677,7778227.0,val,linreg,ml
2022-04-01,7315040.812173355,7251878.0,val,linreg,ml
2022-05-01,7240601.86258506,7561906.0,val,linreg,ml
2022-06-01,7499294.809487706,7564297.0,val,linreg,ml
2022-07-01,7305216.215129655,6738303.0,val,linreg,ml
2022-08-01,7321544.586719715,6375370.0,val,linreg,ml
2022-09-01,7499562.939995326,6948494.0,val,linreg,ml
2023-10-01,7318959.774481477,8487540.0,test,linreg,ml
2023-11-01,7602130.537348489,7945578.0,test,linreg,ml
2023-12-01,7624086.783769146,6203216.0,test,linreg,ml
2024-01-01,6973308.895136885,7433644.0,test,linreg,ml
2024-02-01,6804090.872829567,7285216.0,test,linreg,ml
2024-03-01,7091231.861808758,6778245.0,test,linreg,ml
2024-04-01,7076827.300969746,7483233.0,test,linreg,ml
2024-05-01,7253482.495862917,7766492.0,test,linreg,ml
2024-06-01,7347362.371954728,7387269.0,test,linreg,ml
2024-07-01,7250653.6324848775,7976144.0,test,linreg,ml
2024-08-01,7227339.40427233,7522190.0,test,linreg,ml
2024-09-01,7409726.10181918,7135346.0,test,linreg,ml
2021-10-01,7796535.140787151,7709954.0,val,ridge,ml
2021-11-01,7463301.639725424,8142477.0,val,ridge,ml
2021-12-01,7931551.488852523,7821274.0,val,ridge,ml
2022-01-01,7033664.854947442,6120091.0,val,ridge,ml
2022-02-01,6956704.017220565,6866072.0,val,ridge,ml
2022-03-01,7242763.55673368,7778227.0,val,ridge,ml
2022-04-01,7315051.5537980255,7251878.0,val,ridge,ml
2022-05-01,7240604.102426978,7561906.0,val,ridge,ml
2022-06-01,7499292.14660492,7564297.0,val,ridge,ml
2022-07-01,7305220.547704914,6738303.0,val,ridge,ml
2022-08-01,7321544.4514492005,6375370.0,val,ridge,ml
2022-09-01,7499558.832589901,6948494.0,val,ridge,ml
2023-10-01,7318950.7931966055,8487540.0,test,ridge,ml
2023-11-01,7602120.582114385,7945578.0,test,ridge,ml
2023-12-01,7624067.093296145,6203216.0,test,ridge,ml
2024-01-01,6973324.589388096,7433644.0,test,ridge,ml
2024-02-01,6804106.922849735,7285216.0,test,ridge,ml
2024-03-01,7091244.14091405,6778245.0,test,ridge,ml
2024-04-01,7076833.585859539,7483233.0,test,ridge,ml
2024-05-01,7253486.353072716,7766492.0,test,ridge,ml
2024-06-01,7347359.088086845,7387269.0,test,ridge,ml
2024-07-01,7250658.065969132,7976144.0,test,ridge,ml
2024-08-01,7227338.496297984,7522190.0,test,ridge,ml
2024-09-01,7409722.036807685,7135346.0,test,ridge,ml
2021-10-01,7933138.764659578,7709954.0,val,rf,ml
2021-11-01,7636712.207491713,8142477.0,val,rf,ml
2021-12-01,7811009.48146855,7821274.0,val,rf,ml
2022-01-01,6908880.633354855,6120091.0,val,rf,ml
2022-02-01,7361841.16786295,6866072.0,val,rf,ml
2022-03-01,7507606.375712461,7778227.0,val,rf,ml
2022-04-01,7154322.174114897,7251878.0,val,rf,ml
2022-05-01,7239861.652406257,7561906.0,val,rf,ml
2022-06-01,7337095.74086877,7564297.0,val,rf,ml
2022-07-01,7105164.018835869,6738303.0,val,rf,ml
2022-08-01,7288383.092720781,6375370.0,val,rf,ml
2022-09-01,7674468.914616803,6948494.0,val,rf,ml
2023-10-01,7581434.981928954,8487540.0,test,rf,ml
2023-11-01,7819092.162323432,7945578.0,test,rf,ml
2023-12-01,7581061.646564646,6203216.0,test,rf,ml
2024-01-01,6550373.807598765,7433644.0,test,rf,ml
2024-02-01,6792242.36868593,7285216.0,test,rf,ml
2024-03-01,7398343.462151616,6778245.0,test,rf,ml
2024-04-01,7258495.495686768,7483233.0,test,rf,ml
2024-05-01,7210769.574180154,7766492.0,test,rf,ml
2024-06-01,7214739.5464009475,7387269.0,test,rf,ml
2024-07-01,7016747.6720112795,7976144.0,test,rf,ml
2024-08-01,7057196.2059425805,7522190.0,test,rf,ml
2024-09-01,7544008.209675951,7135346.0,test,rf,ml
2021-10-01,7782026.356204563,7709954.0,val,gbr,ml
2021-11-01,7696568.199417271,8142477.0,val,gbr,ml
2021-12-01,7689303.755670813,7821274.0,val,gbr,ml
2022-01-01,6302322.518201791,6120091.0,val,gbr,ml
2022-02-01,6982805.049640634,6866072.0,val,gbr,ml
2022-03-01,8023117.2176173,7778227.0,val,gbr,ml
2022-04-01,7227354.468509308,7251878.0,val,gbr,ml
2022-05-01,6953559.106301533,7561906.0,val,gbr,ml
2022-06-01,7382040.450949965,7564297.0,val,gbr,ml
2022-07-01,6668444.60405879,6738303.0,val,gbr,ml
2022-08-01,7695004.235169336,6375370.0,val,gbr,ml
2022-09-01,7796841.635850646,6948494.0,val,gbr,ml
2023-10-01,7316119.2257428,8487540.0,test,gbr,ml
2023-11-01,7675066.461072708,7945578.0,test,gbr,ml
2023-12-01,7060630.304054644,6203216.0,test,gbr,ml
2024-01-01,6666010.570209033,7433644.0,test,gbr,ml
2024-02-01,6728480.489634114,7285216.0,test,gbr,ml
2024-03-01,7288309.394735527,6778245.0,test,gbr,ml
2024-04-01,7112665.780640094,7483233.0,test,gbr,ml
2024-05-01,7016406.946163006,7766492.0,test,gbr,ml
2024-06-01,7102523.5567980455,7387269.0,test,gbr,ml
2024-07-01,6844329.901090821,7976144.0,test,gbr,ml
2024-08-01,6753186.275855254,7522190.0,test,gbr,ml
2024-09-01,7487383.273774496,7135346.0,test,gbr,ml
2021-10-01,8836744.0,7709954.0,val,rnn,neural
2021-11-01,6270590.5,8142477.0,val,rnn,neural
2021-12-01,7934762.5,7821274.0,val,rnn,neural
2022-01-01,6523292.5,6120091.0,val,rnn,neural
2022-02-01,7395081.0,6866072.0,val,rnn,neural
2022-03-01,7444827.5,7778227.0,val,rnn,neural
2022-04-01,7874112.0,7251878.0,val,rnn,neural
2022-05-01,6424512.5,7561906.0,val,rnn,neural
2022-06-01,6161457.0,7564297.0,val,rnn,neural
2022-07-01,6018523.0,6738303.0,val,rnn,neural
2022-08-01,7929869.0,6375370.0,val,rnn,neural
2022-09-01,7599377.5,6948494.0,val,rnn,neural
2023-10-01,7250057.5,8487540.0,test,rnn,neural
2023-11-01,7155655.0,7945578.0,test,rnn,neural
2023-12-01,7887227.5,6203216.0,test,rnn,neural
2024-01-01,6600659.0,7433644.0,test,rnn,neural
2024-02-01,7232766.0,7285216.0,test,rnn,neural
2024-03-01,7884046.0,6778245.0,test,rnn,neural
2024-04-01,7324411.5,7483233.0,test,rnn,neural
2024-05-01,7012582.5,7766492.0,test,rnn,neural
2024-06-01,7432264.0,7387269.0,test,rnn,neural
2024-07-01,7507483.0,7976144.0,test,rnn,neural
2024-08-01,6549387.5,7522190.0,test,rnn,neural
2024-09-01,7276696.5,7135346.0,test,rnn,neural
2021-10-01,7775354.0,7709954.0,val,nbeats,neural
2021-11-01,7873238.0,8142477.0,val,nbeats,neural
2021-12-01,7320615.0,7821274.0,val,nbeats,neural
2022-01-01,7137722.0,6120091.0,val,nbeats,neural
2022-02-01,7570987.5,6866072.0,val,nbeats,neural
2022-03-01,8424326.0,7778227.0,val,nbeats,neural
2022-04-01,7238605.5,7251878.0,val,nbeats,neural
2022-05-01,7276795.0,7561906.0,val,nbeats,neural
2022-06-01,6700161.5,7564297.0,val,nbeats,neural
2022-07-01,6853522.5,6738303.0,val,nbeats,neural
2022-08-01,7333999.5,6375370.0,val,nbeats,neural
2022-09-01,7806902.5,6948494.0,val,nbeats,neural
2023-10-01,7429603.5,8487540.0,test,nbeats,neural
2023-11-01,8145128.0,7945578.0,test,nbeats,neural
2023-12-01,7312020.5,6203216.0,test,nbeats,neural
2024-01-01,7109968.5,7433644.0,test,nbeats,neural
2024-02-01,6580121.0,7285216.0,test,nbeats,neural
2024-03-01,7654483.5,6778245.0,test,nbeats,neural
2024-04-01,7247366.5,7483233.0,test,nbeats,neural
2024-05-01,7098823.0,7766492.0,test,nbeats,neural
2024-06-01,7170761.5,7387269.0,test,nbeats,neural
2024-07-01,7616695.5,7976144.0,test,nbeats,neural
2024-08-01,6260368.5,7522190.0,test,nbeats,neural
2024-09-01,7739217.0,7135346.0,test,nbeats,neural
2021-10-01,7494534.0,7709954.0,val,nhits,neural
2021-11-01,7459113.5,8142477.0,val,nhits,neural
2021-12-01,6718945.0,7821274.0,val,nhits,neural
2022-01-01,7215320.0,6120091.0,val,nhits,neural
